orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
202665,2024-09-25,2024-10-01,Disputed,10976,1736.2,COD
202666,2024-02-19,2024-02-22,Delivered,10822,3388.09,Credit Card
202667,2024-02-03,2024-02-08,Disputed,10667,1136.5,Bank Transfer
202668,2024-09-17,2024-09-26,Disputed,10427,5078.0,Bank Transfer
202669,2024-09-23,2024-10-01,Delivered,10916,7245.18,Invoice
202670,2024-03-02,2024-03-11,Cancelled,10971,2033.52,Bank Transfer
202671,2024-09-13,2024-09-21,Shipped,10202,5312.35,COD
202672,2024-04-22,2024-05-02,Disputed,10053,3179.58,Bank Transfer
202673,2024-10-21,2024-10-30,Shipped,10140,3730.89,Invoice
202674,2024-07-19,2024-07-29,Shipped,10282,7348.98,Bank Transfer
202675,2024-04-28,2024-05-06,In Process,10533,6899.94,Bank Transfer
202676,2024-04-09,2024-04-19,Cancelled,10657,3547.33,COD
202677,2024-06-02,2024-06-06,Delivered,10612,5454.28,Invoice
202678,2024-08-03,2024-08-09,In Process,10316,4497.27,Credit Card
202679,2024-04-29,2024-05-07,Shipped,10116,6493.96,Bank Transfer
202680,2024-02-14,2024-02-19,Shipped,10934,5256.88,COD
202681,2024-10-11,2024-10-19,Disputed,10449,1386.06,COD
202682,2024-08-20,2024-08-25,Delivered,10290,7276.18,
202683,2024-01-05,2024-01-08,Shipped,10319,2357.72,Credit Card
202684,2024-01-27,2024-02-04,Delivered,10747,3830.94,Bank Transfer
202685,2024-10-09,2024-10-18,Shipped,10169,409.55,Invoice
202686,2024-06-15,2024-06-19,Delivered,10049,3037.66,Bank Transfer
202687,2024-02-13,2024-02-20,Delivered,10654,1151.66,Credit Card
202688,2024-03-11,2024-03-20,Delivered,10971,2246.99,COD
202689,2024-02-26,2024-03-05,Delivered,10416,7145.32,COD
202690,2024-01-25,2024-02-02,Cancelled,10341,3517.92,Invoice
202691,2024-04-12,2024-04-21,Shipped,10081,3547.42,Invoice
202692,2024-06-23,2024-06-27,Shipped,10390,461.93,Invoice
202693,2024-10-15,2024-10-19,Shipped,10689,5458.78,COD
202694,2024-05-04,2024-05-10,Delivered,10735,937.48,Bank Transfer
202695,2024-09-01,2024-09-08,Cancelled,10976,4398.73,Credit Card
202696,2024-03-26,2024-04-04,Shipped,10533,58.58,Credit Card
202697,2024-07-19,2024-07-26,Disputed,10791,4465.4,Credit Card
202698,2024-07-01,2024-07-07,Delivered,10633,2575.45,COD
202699,2024-01-06,2024-01-11,Shipped,10382,1796.45,Bank Transfer
202700,2024-09-11,2024-09-19,Shipped,10697,2495.65,Bank Transfer
202701,2024-09-09,2024-09-14,In Process,10038,5283.62,Bank Transfer
202702,2024-08-21,2024-08-28,In Process,10207,7123.76,Bank Transfer
202703,2024-06-29,2024-07-04,Disputed,10068,4452.88,Bank Transfer
202704,2024-08-20,2024-08-25,Delivered,10537,1307.98,Credit Card
202705,2024-10-13,2024-10-18,In Process,10906,3197.6,COD
202706,2024-04-27,2024-05-04,Disputed,10547,1941.71,COD
202707,2024-07-13,2024-07-16,In Process,10388,1299.34,Bank Transfer
202708,2024-05-24,2024-06-02,Cancelled,10142,4306.36,Bank Transfer
202709,2024-10-15,2024-10-20,Shipped,10747,3876.87,Credit Card
202710,2024-07-25,2024-08-04,Cancelled,10132,5424.61,Invoice
202711,2024-05-25,2024-05-29,Delivered,10009,7249.2,Bank Transfer
202712,2024-02-25,2024-03-05,Shipped,10535,2651.74,Bank Transfer
202713,2024-06-20,2024-06-26,Cancelled,10109,180.97,Credit Card
202714,2024-02-24,2024-03-04,Shipped,10376,6731.48,Invoice
202715,2024-04-01,2024-04-04,Cancelled,10011,6025.55,Bank Transfer
202716,2024-04-04,2024-04-13,Shipped,10098,4968.32,Credit Card
202717,2024-09-08,2024-09-14,Delivered,10158,5323.87,COD
202718,2024-08-14,2024-08-24,Shipped,10851,6311.44,Invoice
202719,2024-07-15,2024-07-24,In Process,10241,3650.19,COD
202720,2024-02-22,2024-02-27,Delivered,10779,3049.33,COD
202721,2024-03-16,2024-03-21,Cancelled,10411,2710.01,COD
202722,2024-01-31,2024-02-03,Disputed,10068,5260.89,COD
202723,2024-07-03,2024-07-08,Cancelled,10762,6822.58,COD
202724,2024-04-25,2024-04-30,Disputed,10203,4232.33,Credit Card
202725,2024-05-02,2024-05-12,In Process,10958,4058.55,Credit Card
202726,2024-04-19,2024-04-27,Disputed,10031,4597.07,COD
202727,2024-07-05,2024-07-07,Cancelled,10919,4451.37,Invoice
202728,2024-02-10,2024-02-12,Cancelled,10950,7351.76,Bank Transfer
202729,2024-02-10,2024-02-19,Delivered,10490,1211.5,Invoice
202730,2024-07-12,2024-07-21,Disputed,10062,3631.82,
202731,2024-10-22,2024-10-31,Delivered,10398,3199.82,COD
202732,2024-03-28,2024-04-06,In Process,10389,295.38,Bank Transfer
202733,2024-09-19,2024-09-23,Shipped,10809,3903.09,Invoice
202734,2024-03-17,2024-03-27,Shipped,10230,5242.1,COD
202735,2024-07-27,2024-08-05,In Process,10659,3625.96,Bank Transfer
202736,2024-08-16,2024-08-22,Disputed,10381,6757.09,Invoice
202737,2024-05-05,2024-05-07,Shipped,10002,6026.41,Invoice
202738,2024-06-13,2024-06-18,Disputed,10874,3844.92,COD
202739,2024-10-21,2024-10-26,Shipped,10116,3859.4,COD
202740,2024-05-24,2024-05-26,Shipped,10008,7394.45,Credit Card
202741,2024-07-01,2024-07-08,Cancelled,10720,314.29,Credit Card
202742,2024-06-07,2024-06-13,Delivered,10087,872.68,Bank Transfer
202743,2024-01-05,2024-01-08,Shipped,10732,5577.57,Invoice
202744,2024-05-05,2024-05-12,Delivered,10694,5817.55,COD
202745,2024-05-05,2024-05-07,Disputed,10696,5739.78,Invoice
202746,2024-09-09,2024-09-19,Shipped,10603,6816.69,Invoice
202747,2024-01-22,2024-01-31,Shipped,10386,5747.24,Credit Card
202748,2024-05-12,2024-05-19,In Process,10311,5733.4,Bank Transfer
202749,2024-06-02,2024-06-08,Cancelled,10474,4139.29,Invoice
202750,2024-09-11,2024-09-15,Delivered,10203,604.57,COD
202751,2024-04-12,2024-04-16,Disputed,10572,3176.8,COD
202752,2024-06-19,2024-06-22,Delivered,10810,1545.75,Bank Transfer
202753,2024-06-07,2024-06-12,In Process,10615,6381.43,Credit Card
202754,2024-02-08,2024-02-10,Cancelled,10734,1680.2,Invoice
202755,2024-07-31,2024-08-04,Delivered,10586,1733.56,Invoice
202756,2024-06-07,2024-06-12,Disputed,10939,3831.94,Bank Transfer
202757,2024-01-23,2024-01-27,In Process,10881,5257.49,Bank Transfer
202758,2024-07-30,2024-08-08,Disputed,10295,4675.15,
202759,2024-04-27,2024-05-01,Disputed,10010,5854.13,COD
202760,2024-06-14,2024-06-21,Delivered,10436,3241.51,Credit Card
202761,2024-05-31,2024-06-02,Cancelled,10487,5139.83,Credit Card
202762,2024-06-22,2024-06-24,Cancelled,10730,779.37,COD
202763,2024-07-16,2024-07-22,Shipped,10500,4910.31,COD
202764,2024-03-08,2024-03-14,Cancelled,10758,1786.75,COD
202765,2024-03-11,2024-03-19,Cancelled,10308,7186.81,Credit Card
202766,2024-02-01,2024-02-08,Disputed,10162,3467.82,COD
202767,2024-08-30,2024-09-01,In Process,10933,6846.92,Bank Transfer
202768,2024-01-17,2024-01-23,Disputed,10378,519.26,Credit Card
202769,2024-10-09,2024-10-11,Shipped,10959,1836.79,Bank Transfer
202770,2024-05-14,2024-05-20,In Process,10535,5426.98,Invoice
202771,2024-09-14,2024-09-23,Shipped,10267,3446.58,COD
202772,2024-05-25,2024-06-02,Disputed,10746,4012.73,Invoice
202773,2024-01-31,2024-02-06,Disputed,10437,7129.41,Credit Card
202774,2024-08-13,2024-08-18,Disputed,10873,2126.93,COD
202775,2024-07-16,2024-07-23,Shipped,10980,5724.96,Invoice
202776,2024-04-08,2024-04-15,Shipped,10562,3817.59,Credit Card
202777,2024-01-19,2024-01-29,Disputed,10971,500.86,Credit Card
202778,2024-06-01,2024-06-03,Disputed,10052,766.82,Credit Card
202779,2024-01-18,2024-01-28,Delivered,10900,309.96,Bank Transfer
202780,2024-09-13,2024-09-18,Disputed,10625,3689.19,Bank Transfer
202781,2024-03-25,2024-03-28,Delivered,10711,3173.22,COD
202782,2024-06-07,2024-06-09,Disputed,10159,7478.75,COD
202783,2024-10-15,2024-10-24,Cancelled,10824,4747.24,COD
202784,2024-03-10,2024-03-17,Shipped,10035,1961.94,Invoice
202785,2024-10-05,2024-10-15,Delivered,10578,4496.9,COD
202786,2024-02-10,2024-02-17,Disputed,10623,6444.57,Invoice
202787,2024-07-17,2024-07-24,Cancelled,10160,7088.87,Credit Card
202788,2024-10-27,2024-11-05,In Process,10279,4250.94,Invoice
202789,2024-04-20,2024-04-25,Delivered,10573,2161.19,Credit Card
202790,2024-09-05,2024-09-08,Shipped,10527,1035.32,Credit Card
202791,2024-08-23,2024-08-28,Cancelled,10362,3962.03,Invoice
202792,2024-10-13,2024-10-16,In Process,10127,4728.5,Credit Card
202793,2024-04-21,2024-04-23,In Process,10124,2312.22,COD
202794,2024-04-30,2024-05-06,Delivered,10136,4662.84,Credit Card
202795,2024-08-07,2024-08-09,Disputed,10238,7093.33,Credit Card
202796,2024-02-21,2024-03-01,Shipped,10746,1682.95,Invoice
202797,2024-02-07,2024-02-16,Shipped,10363,6812.33,COD
202798,2024-01-21,2024-01-23,Shipped,10712,77.54,COD
202799,2024-02-13,2024-02-16,In Process,10084,881.08,
202800,2024-04-26,2024-05-01,In Process,10157,3921.51,COD
202801,2024-09-11,2024-09-13,Cancelled,10447,1820.32,Credit Card
202802,2024-07-28,2024-07-31,Shipped,10173,865.1,
202803,2024-06-25,2024-07-01,Delivered,10908,877.6,Invoice
202804,2024-10-07,2024-10-09,Cancelled,10433,1411.68,Bank Transfer
202805,2024-05-23,2024-06-01,In Process,10862,5468.99,Invoice
202806,2024-10-17,2024-10-26,Shipped,10279,6421.62,Invoice
202807,2024-03-20,2024-03-24,Disputed,10043,5499.74,Bank Transfer
202808,2024-05-17,2024-05-21,Cancelled,10730,5276.53,Bank Transfer
202809,2024-10-03,2024-10-06,Shipped,10402,5544.5,Credit Card
202810,2024-10-03,2024-10-10,Cancelled,10464,299.12,Credit Card
202811,2024-07-31,2024-08-09,Shipped,10061,1989.91,Invoice
202812,2024-05-28,2024-06-02,Shipped,10184,7101.47,Invoice
202813,2024-09-30,2024-10-03,In Process,10048,3861.21,Bank Transfer
202814,2024-07-18,2024-07-27,Disputed,10384,7248.87,Bank Transfer
202815,2024-01-04,2024-01-09,Disputed,10559,6566.1,Invoice
202816,2024-01-06,2024-01-09,Shipped,10415,1886.04,Invoice
202817,2024-08-25,2024-08-28,Shipped,10773,4438.35,Credit Card
202818,2024-08-21,2024-08-25,In Process,10818,1500.02,Invoice
202819,2024-09-05,2024-09-11,In Process,10574,136.55,Bank Transfer
202820,2024-03-09,2024-03-17,Disputed,10535,2287.29,Credit Card
202821,2024-03-29,2024-03-31,Disputed,10642,3125.21,Bank Transfer
202822,2024-10-13,2024-10-19,Cancelled,10296,6431.13,Bank Transfer
202823,2024-04-06,2024-04-13,Disputed,10860,7283.57,Bank Transfer
202824,2024-05-09,2024-05-11,Delivered,10393,169.53,
202825,2024-08-01,2024-08-05,Cancelled,10009,560.58,Bank Transfer
202826,2024-08-13,2024-08-16,Delivered,10043,115.73,Credit Card
202827,2024-10-13,2024-10-21,Shipped,10287,5755.71,Credit Card
202828,2024-03-29,2024-04-04,Cancelled,10938,6018.29,COD
202829,2024-07-25,2024-07-28,Cancelled,10137,3600.79,Invoice
202830,2024-06-10,2024-06-19,In Process,10947,1759.06,Credit Card
202831,2024-02-04,2024-02-14,Cancelled,10292,6516.51,Invoice
202832,2024-04-11,2024-04-16,Disputed,10149,4284.37,Credit Card
202833,2024-10-02,2024-10-09,Delivered,10512,2607.98,Credit Card
202834,2024-06-18,2024-06-22,Shipped,10643,3108.73,COD
202835,2024-10-10,2024-10-17,In Process,10123,6725.11,Credit Card
202836,2024-01-24,2024-01-28,Cancelled,10742,2002.73,COD
202837,2024-07-24,2024-08-01,In Process,10463,3342.12,Invoice
202838,2024-03-26,2024-03-30,Delivered,10995,82.13,COD
202839,2024-04-02,2024-04-09,Disputed,10036,2594.7,Invoice
202840,2024-03-19,2024-03-24,Shipped,10997,7320.97,Credit Card
202841,2024-05-02,2024-05-04,Cancelled,10066,3125.33,Invoice
202842,2024-02-07,2024-02-17,In Process,10043,7360.85,Credit Card
202843,2024-09-17,2024-09-25,In Process,10514,347.81,Bank Transfer
202844,2024-05-08,2024-05-11,Shipped,10142,3818.25,COD
202845,2024-09-28,2024-10-08,In Process,10737,6709.02,Bank Transfer
202846,2024-07-31,2024-08-08,Delivered,10569,6438.33,COD
202847,2024-08-05,2024-08-13,Shipped,10113,3518.67,Credit Card
202848,2024-10-12,2024-10-15,Delivered,10277,2677.36,Invoice
202849,2024-06-11,2024-06-17,In Process,10346,5203.68,COD
202850,2024-10-22,2024-10-24,In Process,10137,605.65,Bank Transfer
202851,2024-05-30,2024-06-09,In Process,10431,1030.77,COD
202852,2024-01-02,2024-01-04,Disputed,10101,5460.29,Bank Transfer
202853,2024-06-02,2024-06-08,Delivered,10806,3590.46,Credit Card
202854,2024-08-30,2024-09-08,Disputed,10058,7076.89,COD
202855,2024-03-25,2024-04-04,Shipped,10428,7301.19,COD
202856,2024-01-15,2024-01-22,In Process,10085,1990.27,Credit Card
202857,2024-09-01,2024-09-10,Delivered,10540,1260.33,Credit Card
202858,2024-10-16,2024-10-22,In Process,10285,768.99,Bank Transfer
202859,2024-08-18,2024-08-25,Shipped,10264,6173.3,COD
202860,2024-07-20,2024-07-26,Disputed,10910,458.35,Bank Transfer
202861,2024-04-14,2024-04-17,Disputed,10172,448.99,Credit Card
202862,2024-04-07,2024-04-16,Delivered,10803,5482.13,COD
202863,2024-08-04,2024-08-12,Cancelled,10470,5811.26,Bank Transfer
202864,2024-07-30,2024-08-04,Delivered,10555,5624.99,Credit Card
202865,2024-09-23,2024-10-01,Cancelled,10190,566.0,Credit Card
202866,2024-07-24,2024-07-26,Delivered,10423,366.03,Credit Card
202867,2024-08-07,2024-08-14,In Process,10628,5545.96,Credit Card
202868,2024-01-25,2024-01-27,Delivered,10495,6089.84,COD
202869,2024-04-14,2024-04-21,Disputed,10390,6998.53,Credit Card
202870,2024-09-15,2024-09-18,Cancelled,10810,1540.32,Invoice
202871,2024-07-25,2024-08-02,Disputed,10082,1313.45,Bank Transfer
202872,2024-10-10,2024-10-19,Shipped,10194,3096.82,Invoice
202873,2024-01-18,2024-01-22,In Process,10954,556.83,COD
202874,2024-06-10,2024-06-12,In Process,10019,157.9,Credit Card
202875,2024-01-20,2024-01-30,Cancelled,10796,6293.15,COD
202876,2024-03-18,2024-03-22,In Process,10268,1345.44,COD
202877,2024-09-16,2024-09-25,In Process,10189,5763.56,COD
202878,2024-06-09,2024-06-15,Shipped,10166,2034.17,COD
202879,2024-06-24,2024-07-03,Cancelled,10545,2841.16,Invoice
202880,2024-08-22,2024-08-28,In Process,10779,911.73,Bank Transfer
202881,2024-08-30,2024-09-07,Disputed,10835,2494.71,Credit Card
202882,2024-04-28,2024-05-02,Delivered,10317,6314.84,Bank Transfer
202883,2024-03-20,2024-03-28,Cancelled,10375,4068.06,Credit Card
202884,2024-01-24,2024-02-01,Delivered,10560,407.15,Invoice
202885,2024-08-02,2024-08-06,Delivered,10158,1494.83,COD
202886,2024-07-04,2024-07-08,In Process,10431,4436.37,Bank Transfer
202887,2024-04-02,2024-04-10,Cancelled,10709,4370.52,COD
202888,2024-09-04,2024-09-08,Disputed,10410,2287.5,Bank Transfer
202889,2024-06-10,2024-06-16,Delivered,10468,5439.61,Bank Transfer
202890,2024-04-30,2024-05-07,In Process,10067,6857.14,COD
202891,2024-02-27,2024-03-01,Cancelled,10844,7496.74,Invoice
202892,2024-06-04,2024-06-06,Delivered,10856,5325.35,Credit Card
202893,2024-04-23,2024-04-30,Shipped,10234,63.96,Credit Card
202894,2024-08-02,2024-08-05,In Process,10173,3288.07,Credit Card
202895,2024-08-04,2024-08-14,Delivered,10772,1349.31,Credit Card
202896,2024-04-25,2024-05-05,Cancelled,10186,3010.15,Bank Transfer
202897,2024-02-29,2024-03-10,Disputed,10778,2055.98,Invoice
202898,2024-06-23,2024-06-30,Shipped,10575,3681.72,COD
202899,2024-05-23,2024-06-02,In Process,10457,6151.53,Invoice
202900,2024-08-20,2024-08-28,Cancelled,10979,5326.37,Bank Transfer
202901,2024-10-16,2024-10-20,Cancelled,10164,1386.33,Credit Card
202902,2024-05-25,2024-06-03,Cancelled,10453,209.74,Invoice
202903,2024-01-24,2024-01-26,Cancelled,10597,2873.76,Credit Card
202904,2024-10-01,2024-10-07,Delivered,10226,1059.05,COD
202905,2024-08-18,2024-08-21,Delivered,10720,1699.64,Bank Transfer
202906,2024-03-27,2024-04-05,In Process,10271,7335.89,Bank Transfer
202907,2024-09-27,2024-09-29,In Process,10284,2853.78,Bank Transfer
202908,2024-02-06,2024-02-10,Shipped,10927,2232.52,Bank Transfer
202909,2024-01-26,2024-01-28,Delivered,10036,855.81,Invoice
202910,2024-04-28,2024-05-05,Disputed,10576,4992.71,Credit Card
202911,2024-10-21,2024-10-30,Delivered,10221,3673.76,Invoice
202912,2024-09-29,2024-10-04,Cancelled,10869,1136.49,COD
202913,2024-10-25,2024-11-03,Cancelled,10356,4375.15,Credit Card
202914,2024-10-15,2024-10-25,Delivered,10161,339.44,Invoice
202915,2024-03-18,2024-03-23,Delivered,10659,5036.41,Bank Transfer
202916,2024-03-11,2024-03-21,Shipped,10929,2584.35,COD
202917,2024-05-30,2024-06-08,Cancelled,10598,3249.49,Bank Transfer
202918,2024-03-09,2024-03-14,Shipped,10266,294.51,Credit Card
202919,2024-08-17,2024-08-25,Cancelled,10311,3669.89,Bank Transfer
202920,2024-03-03,2024-03-12,Cancelled,10838,6377.54,COD
202921,2024-03-29,2024-04-03,Disputed,10138,2165.57,Credit Card
202922,2024-05-02,2024-05-12,In Process,10376,2589.09,Bank Transfer
202923,2024-09-28,2024-10-07,Cancelled,10343,3635.49,Bank Transfer
202924,2024-02-13,2024-02-20,In Process,10209,6476.15,Invoice
202925,2024-05-26,2024-06-04,In Process,10141,6337.69,Bank Transfer
202926,2024-01-26,2024-02-02,Disputed,10479,7128.9,COD
202927,2024-01-04,2024-01-08,Delivered,10844,607.0,Credit Card
202928,2024-08-30,2024-09-04,Shipped,10800,1568.94,Invoice
202929,2024-09-25,2024-10-05,Cancelled,10883,1811.57,
202930,2024-06-09,2024-06-16,Shipped,10072,4546.98,Invoice
202931,2024-04-05,2024-04-12,Delivered,10445,2093.99,Credit Card
202932,2024-09-22,2024-09-28,In Process,10268,4937.36,Credit Card
202933,2024-08-09,2024-08-14,Disputed,10861,7083.5,
202934,2024-03-21,2024-03-28,In Process,10662,7407.19,Bank Transfer
202935,2024-04-19,2024-04-22,Disputed,10649,6138.93,Invoice
202936,2024-04-18,2024-04-28,Disputed,10318,2740.98,Bank Transfer
202937,2024-08-18,2024-08-21,Delivered,10239,2871.03,Bank Transfer
202938,2024-07-24,2024-07-27,Cancelled,10026,4296.29,Invoice
202939,2024-08-07,2024-08-16,Shipped,10848,3325.93,Credit Card
202940,2024-04-15,2024-04-25,In Process,10483,989.25,COD
202941,2024-10-13,2024-10-22,Disputed,10809,232.8,COD
202942,2024-01-17,2024-01-19,In Process,10487,1693.94,Bank Transfer
202943,2024-04-23,2024-05-01,In Process,10007,3405.1,Bank Transfer
202944,2024-03-22,2024-03-29,Disputed,10928,4396.64,COD
202945,2024-06-22,2024-06-29,Delivered,10620,3417.86,COD
202946,2024-05-26,2024-06-01,In Process,10126,7415.76,Invoice
202947,2024-02-01,2024-02-04,Shipped,10129,1689.55,Bank Transfer
202948,2024-07-04,2024-07-13,In Process,10940,5743.36,Credit Card
202949,2024-08-21,2024-08-25,Disputed,10617,4272.62,
202950,2024-03-11,2024-03-14,Disputed,10082,4902.25,COD
202951,2024-05-05,2024-05-10,In Process,10090,3371.45,Invoice
202952,2024-03-02,2024-03-06,Shipped,10090,428.13,Credit Card
202953,2024-08-24,2024-08-27,Cancelled,10305,2245.77,Bank Transfer
202954,2024-10-14,2024-10-24,Shipped,10644,1276.12,Bank Transfer
202955,2024-03-01,2024-03-03,Shipped,10761,3756.49,Invoice
202956,2024-06-07,2024-06-12,Delivered,10641,3167.24,Credit Card
202957,2024-05-31,2024-06-02,Cancelled,10975,2310.43,Invoice
202958,2024-03-11,2024-03-15,Cancelled,10377,425.51,Credit Card
202959,2024-05-24,2024-05-30,Shipped,10540,2791.43,COD
202960,2024-03-23,2024-03-26,Cancelled,10307,5547.06,Invoice
202961,2024-09-10,2024-09-19,In Process,10013,5493.18,COD
202962,2024-10-27,2024-10-29,Shipped,10783,2777.75,Invoice
202963,2024-01-16,2024-01-21,Cancelled,10660,1298.1,COD
202964,2024-07-25,2024-07-28,In Process,10139,7438.78,Credit Card
202965,2024-09-03,2024-09-08,In Process,10397,7044.8,Bank Transfer
202966,2024-01-13,2024-01-19,In Process,10628,5880.38,Bank Transfer
202967,2024-04-13,2024-04-16,Delivered,10613,3191.18,COD
202968,2024-04-25,2024-04-29,Cancelled,10564,5015.84,Bank Transfer
202969,2024-03-27,2024-04-06,Shipped,10493,2517.4,Credit Card
202970,2024-07-18,2024-07-23,Disputed,10109,7143.01,Credit Card
202971,2024-10-06,2024-10-16,In Process,10959,3083.16,Bank Transfer
202972,2024-07-16,2024-07-22,Delivered,10576,7293.6,COD
202973,2024-09-08,2024-09-12,In Process,10449,979.34,COD
202974,2024-09-21,2024-09-28,Disputed,10910,5493.27,Credit Card
202975,2024-04-19,2024-04-24,Delivered,10018,6434.7,COD
202976,2024-01-02,2024-01-12,In Process,10272,7161.91,Invoice
202977,2024-02-24,2024-02-28,Disputed,10704,7219.98,Invoice
202978,2024-07-04,2024-07-12,In Process,10894,5999.64,Invoice
202979,2024-01-05,2024-01-09,Delivered,10025,1886.16,COD
202980,2024-01-29,2024-02-07,Disputed,10836,2844.15,Bank Transfer
202981,2024-07-19,2024-07-23,Delivered,10027,490.41,COD
202982,2024-08-09,2024-08-19,Delivered,10750,2720.92,Bank Transfer
202983,2024-05-19,2024-05-23,Disputed,10348,220.01,Invoice
202984,2024-07-10,2024-07-13,In Process,10887,5876.68,Invoice
202985,2024-01-13,2024-01-18,Delivered,10362,1456.97,Credit Card
202986,2024-06-03,2024-06-11,Shipped,10439,2181.44,Credit Card
202987,2024-07-05,2024-07-11,Shipped,10850,910.81,Invoice
202988,2024-06-19,2024-06-21,Delivered,10712,138.64,COD
202989,2024-09-13,2024-09-19,Delivered,10357,3168.31,Bank Transfer
202990,2024-05-11,2024-05-19,Disputed,10818,1914.48,COD
202991,2024-04-11,2024-04-21,Disputed,10423,5514.98,Credit Card
202992,2024-08-25,2024-08-30,Delivered,10792,7161.67,Credit Card
202993,2024-09-04,2024-09-13,Delivered,10687,2539.81,Bank Transfer
202994,2024-02-06,2024-02-15,In Process,10292,6774.74,Credit Card
202995,2024-06-06,2024-06-11,Cancelled,10656,5569.66,Credit Card
202996,2024-08-29,2024-09-01,Cancelled,10803,2606.39,Bank Transfer
202997,2024-02-23,2024-02-26,In Process,10085,2661.86,Invoice
202998,2024-10-25,2024-11-01,Delivered,10460,4946.61,Credit Card
202999,2024-01-17,2024-01-21,In Process,10407,2405.75,Bank Transfer
203000,2024-08-13,2024-08-19,In Process,10068,5337.33,Credit Card
203001,2024-08-06,2024-08-15,Delivered,10420,2574.71,Invoice
203002,2024-10-01,2024-10-09,Cancelled,10622,6433.27,COD
203003,2024-08-03,2024-08-11,Cancelled,10441,4661.82,Invoice
203004,2024-08-30,2024-09-07,Delivered,10206,7036.02,COD
203005,2024-07-16,2024-07-25,In Process,10844,2202.32,Credit Card
203006,2024-09-29,2024-10-02,Cancelled,10146,1124.86,Credit Card
203007,2024-02-26,2024-02-28,Delivered,10770,3751.87,Invoice
203008,2024-03-27,2024-04-01,Cancelled,10527,4265.52,Bank Transfer
203009,2024-05-19,2024-05-26,Disputed,10357,3057.76,Invoice
203010,2024-04-05,2024-04-14,Delivered,10591,5418.26,Invoice
203011,2024-02-26,2024-03-03,Cancelled,10437,1020.77,Invoice
203012,2024-03-24,2024-03-26,Disputed,10533,5094.21,Bank Transfer
203013,2024-06-12,2024-06-22,Cancelled,10306,4614.79,Invoice
203014,2024-08-11,2024-08-20,Disputed,10206,3127.93,Credit Card
203015,2024-01-11,2024-01-16,In Process,10065,7271.24,Invoice
203016,2024-08-07,2024-08-12,Disputed,10178,883.97,Bank Transfer
203017,2024-10-21,2024-10-24,In Process,10575,3828.04,Invoice
203018,2024-01-05,2024-01-12,In Process,10526,5131.06,Credit Card
203019,2024-10-10,2024-10-20,Disputed,10871,7150.05,Invoice
203020,2024-09-30,2024-10-10,In Process,10539,6374.33,Invoice
203021,2024-06-07,2024-06-17,Delivered,10822,5364.16,
203022,2024-02-13,2024-02-19,Cancelled,10438,1820.56,Bank Transfer
203023,2024-09-13,2024-09-15,Shipped,10311,2178.28,Credit Card
203024,2024-05-12,2024-05-17,Delivered,10818,4723.62,Credit Card
203025,2024-04-02,2024-04-12,In Process,10830,866.31,Credit Card
203026,2024-08-02,2024-08-05,In Process,10509,1864.38,Credit Card
203027,2024-01-02,2024-01-05,Disputed,10047,1432.07,Bank Transfer
203028,2024-02-15,2024-02-18,Shipped,10050,2740.39,Invoice
203029,2024-07-19,2024-07-28,Cancelled,10209,5014.52,Bank Transfer
203030,2024-03-18,2024-03-28,Cancelled,10758,2960.69,Bank Transfer
203031,2024-05-21,2024-05-28,Shipped,10662,3593.6,Invoice
203032,2024-04-22,2024-04-29,Disputed,10116,7252.03,Invoice
203033,2024-07-01,2024-07-10,Cancelled,10052,2043.84,COD
203034,2024-06-30,2024-07-10,In Process,10575,136.07,Credit Card
203035,2024-07-21,2024-07-28,Disputed,10933,2316.61,Credit Card
203036,2024-05-16,2024-05-20,In Process,10435,3222.11,Invoice
203037,2024-05-12,2024-05-17,Cancelled,10716,2908.83,COD
203038,2024-06-29,2024-07-05,Shipped,10618,5950.38,Credit Card
203039,2024-01-08,2024-01-12,In Process,10897,1289.85,COD
203040,2024-05-22,2024-05-30,In Process,10540,5271.69,Bank Transfer
203041,2024-05-23,2024-06-02,Delivered,10424,5020.93,COD
203042,2024-01-11,2024-01-19,Disputed,10386,2099.41,Invoice
203043,2024-01-29,2024-02-03,Shipped,10444,6473.42,Bank Transfer
203044,2024-05-22,2024-05-29,In Process,10930,3012.95,COD
203045,2024-01-08,2024-01-14,Delivered,10217,4914.09,Credit Card
203046,2024-03-24,2024-03-30,In Process,10712,617.72,Credit Card
203047,2024-06-03,2024-06-11,Shipped,10415,7496.35,Bank Transfer
203048,2024-03-31,2024-04-04,Cancelled,10656,1787.78,COD
203049,2024-07-29,2024-07-31,Shipped,10278,314.13,Invoice
203050,2024-08-28,2024-09-04,Disputed,10520,6685.69,Invoice
203051,2024-10-18,2024-10-22,Delivered,10209,6230.79,Bank Transfer
203052,2024-09-18,2024-09-28,In Process,10861,2706.67,Invoice
203053,2024-08-16,2024-08-19,Cancelled,10267,4735.37,COD
203054,2024-02-11,2024-02-14,Delivered,10388,1491.84,Bank Transfer
203055,2024-01-06,2024-01-10,Delivered,10496,1049.08,Invoice
203056,2024-08-28,2024-09-04,Disputed,10499,7309.15,Credit Card
203057,2024-09-02,2024-09-10,Disputed,10400,4054.98,Bank Transfer
203058,2024-10-19,2024-10-22,Disputed,10141,6177.02,Invoice
203059,2024-02-12,2024-02-15,In Process,10467,2290.25,COD
203060,2024-01-14,2024-01-22,Cancelled,10023,6288.68,COD
