orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
202317,2024-08-01,2024-08-05,Shipped,10355,3236.72,
202318,2024-06-07,2024-06-11,Disputed,10220,6654.72,COD
202319,2024-02-05,2024-02-07,In Process,10595,1572.76,Invoice
202320,2024-10-09,2024-10-17,Delivered,10022,4580.19,Bank Transfer
202321,2024-06-30,2024-07-06,Disputed,10051,2694.87,Invoice
202322,2024-01-06,2024-01-10,Cancelled,10775,4808.3,Credit Card
202323,2024-04-23,2024-04-26,Disputed,10433,7378.39,Bank Transfer
202324,2024-02-27,2024-03-01,In Process,10031,281.15,Bank Transfer
202325,2024-10-23,2024-10-30,In Process,10632,1562.72,COD
202326,2024-05-19,2024-05-29,Disputed,10279,264.28,Credit Card
202327,2024-02-22,2024-03-02,Shipped,10305,1861.6,Invoice
202328,2024-05-16,2024-05-20,Cancelled,10234,6332.28,Bank Transfer
202329,2024-07-02,2024-07-08,Cancelled,10256,317.37,Bank Transfer
202330,2024-05-19,2024-05-27,Disputed,10621,7097.26,Credit Card
202331,2024-09-17,2024-09-25,Shipped,10839,1836.71,Credit Card
202332,2024-09-25,2024-09-27,Shipped,10112,2556.09,Invoice
202333,2024-08-01,2024-08-07,Cancelled,10160,6506.21,
202334,2024-01-13,2024-01-21,Shipped,10884,4542.95,Bank Transfer
202335,2024-09-28,2024-10-08,In Process,10730,529.08,COD
202336,2024-10-18,2024-10-28,Delivered,10391,476.79,COD
202337,2024-04-01,2024-04-07,In Process,10479,4591.95,Invoice
202338,2024-02-07,2024-02-13,Shipped,10301,3942.19,Credit Card
202339,2024-01-02,2024-01-05,Shipped,10109,2474.29,COD
202340,2024-03-24,2024-03-27,Shipped,10070,605.21,Bank Transfer
202341,2024-08-25,2024-09-04,Disputed,10319,6388.69,Credit Card
202342,2024-09-25,2024-09-28,Cancelled,10821,6974.5,Invoice
202343,2024-07-12,2024-07-22,Disputed,10521,2560.17,COD
202344,2024-03-02,2024-03-12,In Process,10308,4468.87,Credit Card
202345,2024-03-01,2024-03-03,Cancelled,10714,400.88,Bank Transfer
202346,2024-02-19,2024-02-22,Cancelled,10806,119.4,Credit Card
202347,2024-08-29,2024-09-03,Shipped,10966,5136.77,Credit Card
202348,2024-09-25,2024-10-03,Cancelled,10743,1244.46,Bank Transfer
202349,2024-02-13,2024-02-21,In Process,10493,4886.94,Bank Transfer
202350,2024-06-08,2024-06-18,Cancelled,10895,5326.97,Credit Card
202351,2024-04-21,2024-04-24,Delivered,10182,4065.57,
202352,2024-04-24,2024-04-30,In Process,10046,979.82,Bank Transfer
202353,2024-04-11,2024-04-14,Shipped,10367,5536.65,Credit Card
202354,2024-09-05,2024-09-08,Delivered,10572,5938.1,Credit Card
202355,2024-07-04,2024-07-10,Cancelled,10069,3330.96,COD
202356,2024-08-04,2024-08-14,Disputed,10202,6119.74,Bank Transfer
202357,2024-05-20,2024-05-29,In Process,10563,357.89,COD
202358,2024-04-17,2024-04-21,Cancelled,10516,6483.26,Credit Card
202359,2024-07-20,2024-07-29,In Process,10214,6506.52,Invoice
202360,2024-02-23,2024-02-26,Delivered,10256,5780.37,Credit Card
202361,2024-04-01,2024-04-09,Shipped,10467,6167.6,Bank Transfer
202362,2024-07-13,2024-07-20,Disputed,10575,3022.47,Bank Transfer
202363,2024-08-19,2024-08-21,Cancelled,10565,1335.25,Invoice
202364,2024-02-05,2024-02-10,Cancelled,10791,1064.23,COD
202365,2024-10-14,2024-10-19,Shipped,10865,1352.36,Credit Card
202366,2024-03-18,2024-03-28,Disputed,10828,775.15,
202367,2024-10-09,2024-10-18,Delivered,10214,4246.52,Credit Card
202368,2024-10-27,2024-11-02,In Process,10664,7428.26,COD
202369,2024-10-03,2024-10-12,Delivered,10846,2828.17,Bank Transfer
202370,2024-07-27,2024-07-29,Delivered,10072,3436.31,Invoice
202371,2024-03-24,2024-03-29,Cancelled,10670,6707.89,Credit Card
202372,2024-05-21,2024-05-30,Delivered,10417,6921.82,Invoice
202373,2024-08-05,2024-08-10,Shipped,10629,4170.91,Credit Card
202374,2024-04-25,2024-05-02,Delivered,10573,1488.27,Credit Card
202375,2024-06-10,2024-06-18,Cancelled,10165,4745.36,Credit Card
202376,2024-05-11,2024-05-14,In Process,10444,3794.2,Bank Transfer
202377,2024-04-28,2024-05-06,Cancelled,10124,1355.94,Invoice
202378,2024-05-12,2024-05-15,Shipped,10636,4774.59,
202379,2024-09-15,2024-09-24,Delivered,10092,1654.42,Bank Transfer
202380,2024-01-27,2024-02-01,Cancelled,10212,224.3,COD
202381,2024-07-02,2024-07-10,In Process,10415,3669.69,Bank Transfer
202382,2024-07-11,2024-07-14,Cancelled,10069,5012.84,Invoice
202383,2024-09-05,2024-09-07,In Process,10779,6957.41,Invoice
202384,2024-01-23,2024-01-30,Shipped,10998,2608.39,Invoice
202385,2024-01-31,2024-02-06,Delivered,10928,1302.0,COD
202386,2024-03-04,2024-03-11,Delivered,10867,970.41,COD
202387,2024-05-19,2024-05-24,Cancelled,10769,3708.54,
202388,2024-03-07,2024-03-12,Shipped,10388,840.7,Invoice
202389,2024-06-02,2024-06-05,Cancelled,10848,928.98,Invoice
202390,2024-05-16,2024-05-23,Cancelled,10915,1726.66,COD
202391,2024-02-21,2024-02-25,Cancelled,10608,5298.02,Credit Card
202392,2024-09-05,2024-09-08,In Process,10910,597.03,COD
202393,2024-09-02,2024-09-06,Cancelled,10370,7307.97,Invoice
202394,2024-10-23,2024-10-31,Delivered,10789,5865.65,Bank Transfer
202395,2024-02-06,2024-02-10,Delivered,10337,5332.98,Invoice
202396,2024-03-03,2024-03-08,Delivered,10671,372.11,Invoice
202397,2024-07-24,2024-07-30,Disputed,10734,1453.47,Credit Card
202398,2024-04-28,2024-05-07,In Process,10345,5154.75,COD
202399,2024-09-16,2024-09-22,Shipped,10080,3835.19,Invoice
202400,2024-09-07,2024-09-10,Delivered,10814,5020.25,Bank Transfer
202401,2024-09-08,2024-09-12,Cancelled,10998,4629.17,COD
202402,2024-08-25,2024-09-01,Shipped,10674,6859.72,Bank Transfer
202403,2024-02-26,2024-03-01,Shipped,10769,2412.97,Invoice
202404,2024-04-23,2024-05-03,Shipped,10939,5603.14,Bank Transfer
202405,2024-01-12,2024-01-15,Shipped,10844,6579.77,Bank Transfer
202406,2024-07-09,2024-07-12,Disputed,10931,1423.73,Bank Transfer
202407,2024-03-22,2024-03-26,Delivered,10385,2738.68,Credit Card
202408,2024-09-15,2024-09-17,Cancelled,10104,4611.36,Invoice
202409,2024-08-27,2024-08-31,Delivered,10231,3362.76,Bank Transfer
202410,2024-04-19,2024-04-25,Cancelled,10985,7415.38,Credit Card
202411,2024-04-06,2024-04-08,In Process,10503,3643.39,Bank Transfer
202412,2024-06-19,2024-06-24,Cancelled,10474,7321.06,COD
202413,2024-08-01,2024-08-10,In Process,10247,5665.5,Bank Transfer
202414,2024-08-19,2024-08-22,Delivered,10106,2405.08,Invoice
202415,2024-03-01,2024-03-07,Shipped,10643,5908.26,Bank Transfer
202416,2024-07-13,2024-07-15,Shipped,10378,4743.4,Credit Card
202417,2024-02-03,2024-02-13,Cancelled,10375,5193.81,COD
202418,2024-09-13,2024-09-16,Delivered,10352,2100.27,COD
202419,2024-08-04,2024-08-11,Disputed,10164,3841.21,COD
202420,2024-09-18,2024-09-25,Cancelled,10773,2086.94,Invoice
202421,2024-10-17,2024-10-22,In Process,10264,2833.23,Bank Transfer
202422,2024-02-17,2024-02-27,Shipped,10040,3896.35,Credit Card
202423,2024-01-20,2024-01-23,In Process,10562,5605.76,Credit Card
202424,2024-09-25,2024-10-01,Disputed,10172,6256.33,Bank Transfer
202425,2024-07-04,2024-07-06,In Process,10320,1284.96,COD
202426,2024-06-05,2024-06-12,Disputed,10492,6906.84,Credit Card
202427,2024-10-27,2024-11-03,Delivered,10756,923.85,Bank Transfer
202428,2024-03-07,2024-03-14,Shipped,10316,7021.79,Bank Transfer
202429,2024-03-04,2024-03-08,In Process,10794,3549.49,COD
202430,2024-04-10,2024-04-17,Disputed,10287,62.4,Credit Card
202431,2024-06-10,2024-06-15,In Process,10047,1493.96,Bank Transfer
202432,2024-10-15,2024-10-20,Delivered,10293,2649.55,Invoice
202433,2024-01-21,2024-01-27,Cancelled,10833,1622.28,COD
202434,2024-10-20,2024-10-26,Disputed,10700,6974.84,Credit Card
202435,2024-02-14,2024-02-20,Cancelled,10250,6041.51,Credit Card
202436,2024-02-28,2024-03-03,Cancelled,10689,755.85,COD
202437,2024-02-27,2024-03-02,Disputed,10576,995.51,Invoice
202438,2024-01-06,2024-01-13,Delivered,10488,2143.75,Invoice
202439,2024-09-06,2024-09-14,Disputed,10033,4651.05,COD
202440,2024-02-21,2024-03-02,Shipped,10361,2094.84,Bank Transfer
202441,2024-07-17,2024-07-21,Cancelled,10745,6016.12,Bank Transfer
202442,2024-09-19,2024-09-26,Delivered,10205,4394.94,Invoice
202443,2024-01-13,2024-01-18,In Process,10427,2184.75,Credit Card
202444,2024-04-27,2024-05-05,Shipped,10059,253.52,Credit Card
202445,2024-05-31,2024-06-08,Cancelled,10536,2916.55,Invoice
202446,2024-01-07,2024-01-11,Shipped,10510,3441.44,Bank Transfer
202447,2024-06-23,2024-06-30,In Process,10281,3542.12,COD
202448,2024-04-12,2024-04-22,In Process,10931,5662.22,Invoice
202449,2024-05-27,2024-06-03,In Process,10828,3945.11,Bank Transfer
202450,2024-04-06,2024-04-13,In Process,10971,4212.79,Invoice
202451,2024-10-01,2024-10-09,In Process,10470,766.42,COD
202452,2024-06-02,2024-06-08,Delivered,10755,1069.76,Bank Transfer
202453,2024-02-29,2024-03-05,Shipped,10380,2209.6,Credit Card
202454,2024-09-13,2024-09-16,Shipped,10296,717.7,Invoice
202455,2024-09-27,2024-09-29,In Process,10286,4652.75,COD
202456,2024-03-08,2024-03-10,Cancelled,10503,960.12,COD
202457,2024-08-21,2024-08-29,Shipped,10925,4038.77,COD
202458,2024-08-21,2024-08-25,Cancelled,10231,2258.04,Credit Card
202459,2024-10-06,2024-10-10,Disputed,10068,540.25,Bank Transfer
202460,2024-08-11,2024-08-16,Delivered,10477,3615.13,Invoice
202461,2024-06-25,2024-06-28,Disputed,10317,6740.64,COD
202462,2024-02-09,2024-02-16,Delivered,10813,2837.86,Invoice
202463,2024-09-05,2024-09-13,Disputed,10766,4820.67,Invoice
202464,2024-07-03,2024-07-13,Disputed,10132,2352.79,Invoice
202465,2024-08-14,2024-08-17,In Process,10930,6821.53,COD
202466,2024-08-14,2024-08-21,Shipped,10858,6039.34,COD
202467,2024-09-14,2024-09-20,In Process,10413,6219.76,Credit Card
202468,2024-02-23,2024-02-27,Cancelled,10812,7248.26,Bank Transfer
202469,2024-01-20,2024-01-29,Delivered,10687,7307.54,Bank Transfer
202470,2024-06-03,2024-06-11,Shipped,10921,820.17,Bank Transfer
202471,2024-06-03,2024-06-10,Cancelled,10153,1654.44,Bank Transfer
202472,2024-07-31,2024-08-09,In Process,10963,5404.6,COD
202473,2024-09-28,2024-10-08,Shipped,10860,3137.87,Bank Transfer
202474,2024-04-25,2024-04-28,Delivered,10549,3988.37,Credit Card
202475,2024-01-06,2024-01-11,In Process,10314,3363.27,Bank Transfer
202476,2024-04-29,2024-05-02,Shipped,10358,557.68,Bank Transfer
202477,2024-03-04,2024-03-08,Shipped,10909,1634.54,
202478,2024-01-06,2024-01-11,Disputed,10160,944.93,Credit Card
202479,2024-02-29,2024-03-09,In Process,10833,6277.21,COD
202480,2024-07-18,2024-07-25,Delivered,10206,5669.99,COD
202481,2024-08-04,2024-08-12,Delivered,10888,7166.84,COD
202482,2024-07-13,2024-07-19,In Process,10552,5323.49,COD
202483,2024-07-21,2024-07-25,In Process,10244,5375.84,Bank Transfer
202484,2024-03-20,2024-03-25,Shipped,10565,2121.67,COD
202485,2024-08-16,2024-08-18,Cancelled,10730,6761.92,Bank Transfer
202486,2024-02-28,2024-03-01,Disputed,10515,3610.88,COD
202487,2024-01-23,2024-01-25,Disputed,10644,6111.18,Credit Card
202488,2024-07-03,2024-07-12,Disputed,10109,544.58,Invoice
202489,2024-07-13,2024-07-20,Shipped,10075,6148.07,Credit Card
202490,2024-03-22,2024-03-28,Disputed,10784,4227.13,Credit Card
202491,2024-08-26,2024-09-02,Disputed,10794,5257.3,COD
202492,2024-07-30,2024-08-02,Delivered,10893,5363.28,Invoice
202493,2024-02-07,2024-02-17,Disputed,10898,3901.24,COD
202494,2024-10-25,2024-11-01,Delivered,10709,2525.52,COD
202495,2024-05-31,2024-06-02,Disputed,10863,1142.96,Invoice
202496,2024-09-10,2024-09-19,In Process,10434,77.5,COD
202497,2024-06-10,2024-06-16,In Process,10386,3062.15,Invoice
202498,2024-07-14,2024-07-19,Delivered,10495,2081.44,Credit Card
202499,2024-02-21,2024-02-27,Disputed,10179,2527.59,Invoice
202500,2024-06-03,2024-06-10,Disputed,10738,7205.98,COD
202501,2024-02-15,2024-02-17,In Process,10231,762.66,Credit Card
202502,2024-03-25,2024-04-04,Shipped,10472,4130.06,Invoice
202503,2024-08-14,2024-08-20,Delivered,10231,1545.2,Invoice
202504,2024-03-17,2024-03-19,Delivered,10408,3694.28,Invoice
202505,2024-06-05,2024-06-08,Disputed,10221,6631.58,Invoice
202506,2024-06-11,2024-06-17,Delivered,10461,620.54,Bank Transfer
202507,2024-04-18,2024-04-21,In Process,10240,3893.35,
202508,2024-01-29,2024-02-01,Delivered,10247,1831.33,Invoice
202509,2024-08-29,2024-09-03,Cancelled,10037,1894.05,Invoice
202510,2024-04-27,2024-05-02,Cancelled,10608,4865.42,Bank Transfer
202511,2024-01-15,2024-01-17,Disputed,10608,2266.05,Invoice
202512,2024-04-09,2024-04-11,Cancelled,10889,2568.19,COD
202513,2024-05-13,2024-05-21,Shipped,10728,6821.13,Invoice
202514,2024-02-05,2024-02-15,Disputed,10397,6991.65,Bank Transfer
202515,2024-07-11,2024-07-18,Cancelled,10472,4878.05,Invoice
202516,2024-07-31,2024-08-08,Cancelled,10005,6728.55,Bank Transfer
202517,2024-09-01,2024-09-06,Disputed,10460,2726.83,Credit Card
202518,2024-10-15,2024-10-25,In Process,10402,903.67,Invoice
202519,2024-06-04,2024-06-11,In Process,10392,7484.73,Invoice
202520,2024-09-17,2024-09-27,Shipped,10775,7308.01,Invoice
202521,2024-07-02,2024-07-08,Disputed,10129,4572.22,COD
202522,2024-08-27,2024-09-05,Shipped,10317,2842.87,COD
202523,2024-09-03,2024-09-09,Cancelled,10497,1502.05,Credit Card
202524,2024-10-03,2024-10-07,Shipped,10505,6573.41,Invoice
202525,2024-05-03,2024-05-10,Shipped,10157,4926.69,Credit Card
202526,2024-02-23,2024-03-04,Disputed,10771,5528.21,Credit Card
202527,2024-02-24,2024-03-05,In Process,10040,1450.15,
202528,2024-01-26,2024-01-28,Delivered,10113,6059.81,Bank Transfer
202529,2024-09-09,2024-09-16,Shipped,10128,4533.94,Invoice
202530,2024-09-09,2024-09-18,Cancelled,10160,7364.6,Credit Card
202531,2024-03-07,2024-03-16,In Process,10496,3726.82,Credit Card
202532,2024-08-06,2024-08-13,Cancelled,10497,4047.94,COD
202533,2024-06-27,2024-07-06,Cancelled,10941,509.77,Credit Card
202534,2024-02-16,2024-02-18,Cancelled,10548,1858.26,COD
202535,2024-07-15,2024-07-17,Cancelled,10323,1881.65,
202536,2024-05-19,2024-05-27,Delivered,10004,3485.09,Credit Card
202537,2024-02-03,2024-02-08,In Process,10741,2849.44,Invoice
202538,2024-06-30,2024-07-04,Shipped,10142,2055.35,Invoice
202539,2024-01-21,2024-01-28,Disputed,10407,7486.08,Bank Transfer
202540,2024-03-11,2024-03-13,In Process,10179,2886.94,COD
202541,2024-08-23,2024-08-27,Disputed,10566,6860.62,Bank Transfer
202542,2024-02-24,2024-03-01,In Process,10920,3723.82,Invoice
202543,2024-02-15,2024-02-23,In Process,10469,7099.76,Invoice
202544,2024-08-07,2024-08-17,In Process,10539,7243.23,COD
202545,2024-03-11,2024-03-20,Shipped,10143,108.88,Invoice
202546,2024-05-22,2024-05-28,Shipped,10446,6767.24,Credit Card
202547,2024-02-20,2024-02-27,Delivered,10110,4497.17,COD
202548,2024-10-08,2024-10-12,Shipped,10767,5004.47,Invoice
202549,2024-10-15,2024-10-23,Delivered,10207,5397.74,COD
202550,2024-05-22,2024-06-01,Delivered,10242,4828.05,COD
202551,2024-01-09,2024-01-16,Shipped,10711,978.02,Credit Card
202552,2024-06-26,2024-06-29,Shipped,10004,3606.99,Bank Transfer
202553,2024-03-16,2024-03-18,Disputed,10266,5707.4,Invoice
202554,2024-10-15,2024-10-23,Shipped,10001,2538.63,Credit Card
202555,2024-05-04,2024-05-14,Delivered,10882,4105.77,Bank Transfer
202556,2024-04-29,2024-05-08,Cancelled,10140,5927.61,COD
202557,2024-10-22,2024-10-29,Disputed,10180,6086.39,Bank Transfer
202558,2024-09-14,2024-09-17,Cancelled,10696,2382.65,Credit Card
202559,2024-03-09,2024-03-13,In Process,10639,4174.33,Bank Transfer
202560,2024-04-29,2024-05-08,In Process,10789,3693.29,Invoice
202561,2024-09-13,2024-09-15,In Process,10517,1694.26,Bank Transfer
202562,2024-10-12,2024-10-15,In Process,10455,3481.74,Bank Transfer
202563,2024-10-07,2024-10-17,In Process,10856,4239.74,Bank Transfer
202564,2024-08-26,2024-08-29,In Process,10235,4198.97,Bank Transfer
202565,2024-06-30,2024-07-05,In Process,10752,1147.2,Bank Transfer
202566,2024-02-29,2024-03-04,Cancelled,10837,449.61,Bank Transfer
202567,2024-01-17,2024-01-19,Delivered,10231,6298.48,COD
202568,2024-09-16,2024-09-20,Shipped,10022,7222.17,COD
202569,2024-04-18,2024-04-28,Shipped,10937,6252.33,Bank Transfer
202570,2024-01-30,2024-02-01,In Process,10087,5735.97,Credit Card
202571,2024-05-26,2024-06-04,In Process,10772,5262.07,Invoice
202572,2024-08-08,2024-08-15,Cancelled,10576,1457.54,Bank Transfer
202573,2024-01-27,2024-01-31,Delivered,10742,281.55,COD
202574,2024-04-21,2024-04-23,Delivered,10135,3908.84,Credit Card
202575,2024-02-11,2024-02-14,Disputed,10177,6130.57,Invoice
202576,2024-03-14,2024-03-24,In Process,10370,3826.43,Invoice
202577,2024-02-15,2024-02-20,Cancelled,10211,6253.78,Credit Card
202578,2024-02-07,2024-02-10,Cancelled,10560,4399.21,COD
202579,2024-03-15,2024-03-21,Shipped,10847,1472.83,Bank Transfer
202580,2024-07-12,2024-07-15,In Process,10794,5013.29,Invoice
202581,2024-04-13,2024-04-22,Shipped,10843,2731.29,Invoice
202582,2024-07-26,2024-08-05,In Process,10846,918.91,COD
202583,2024-06-25,2024-07-03,Cancelled,10257,7321.42,Invoice
202584,2024-07-25,2024-08-02,In Process,10804,6118.17,
202585,2024-05-15,2024-05-21,Cancelled,10266,1988.99,COD
202586,2024-05-30,2024-06-08,In Process,10896,2387.37,Credit Card
202587,2024-06-12,2024-06-15,Cancelled,10068,3813.47,Invoice
202588,2024-04-06,2024-04-14,In Process,10234,6913.06,Credit Card
202589,2024-01-20,2024-01-22,Delivered,10662,4302.04,Bank Transfer
202590,2024-02-28,2024-03-01,Disputed,10586,6966.62,COD
202591,2024-09-05,2024-09-15,Cancelled,10157,6154.36,COD
202592,2024-09-29,2024-10-05,Disputed,10966,4840.67,COD
202593,2024-10-17,2024-10-23,In Process,10646,980.86,Bank Transfer
202594,2024-04-02,2024-04-08,Cancelled,10087,434.42,COD
202595,2024-06-13,2024-06-16,Disputed,10987,4587.19,Invoice
202596,2024-06-26,2024-07-03,Delivered,10618,5260.65,COD
202597,2024-03-28,2024-03-31,In Process,10035,4152.11,Invoice
202598,2024-02-29,2024-03-07,Disputed,10158,3672.95,Invoice
202599,2024-09-27,2024-10-03,Disputed,10536,2540.65,Bank Transfer
202600,2024-02-04,2024-02-07,In Process,10778,1201.93,Invoice
202601,2024-06-08,2024-06-16,Shipped,10087,1258.83,Credit Card
202602,2024-03-05,2024-03-10,Disputed,10170,4454.36,Credit Card
202603,2024-07-31,2024-08-04,In Process,10282,4585.79,Credit Card
202604,2024-02-08,2024-02-12,Delivered,10513,7451.18,Bank Transfer
202605,2024-07-05,2024-07-13,Shipped,10290,2396.16,COD
202606,2024-07-05,2024-07-08,Cancelled,10508,5167.22,Credit Card
202607,2024-10-05,2024-10-14,Disputed,10635,4304.29,COD
202608,2024-01-08,2024-01-11,Delivered,10725,2497.3,Bank Transfer
202609,2024-09-20,2024-09-30,Disputed,10773,3285.09,Bank Transfer
202610,2024-08-22,2024-08-24,Shipped,10682,2390.08,Credit Card
202611,2024-02-27,2024-03-05,Shipped,10611,2322.84,Credit Card
202612,2024-08-27,2024-09-05,Shipped,10452,7431.95,
202613,2024-09-10,2024-09-16,Cancelled,10612,4344.61,COD
202614,2024-03-03,2024-03-10,Shipped,10257,1864.68,Invoice
202615,2024-07-13,2024-07-20,Cancelled,10150,6973.44,Credit Card
202616,2024-09-17,2024-09-20,In Process,10195,2503.08,Bank Transfer
202617,2024-08-14,2024-08-20,In Process,10905,1342.43,Credit Card
202618,2024-07-26,2024-08-03,Cancelled,10901,3774.32,Invoice
202619,2024-04-26,2024-05-06,Shipped,10839,3851.3,Credit Card
202620,2024-09-26,2024-10-02,Delivered,10565,4984.42,Credit Card
202621,2024-09-30,2024-10-06,Disputed,10640,5515.7,Bank Transfer
202622,2024-08-22,2024-08-26,Shipped,10919,3003.29,Bank Transfer
202623,2024-07-16,2024-07-25,Shipped,10429,2545.1,Bank Transfer
202624,2024-03-02,2024-03-09,In Process,10207,56.86,Bank Transfer
202625,2024-07-06,2024-07-14,In Process,10076,2380.34,Bank Transfer
202626,2024-03-11,2024-03-18,Delivered,10500,3857.51,Credit Card
202627,2024-04-11,2024-04-21,Shipped,10661,7032.34,Invoice
202628,2024-02-17,2024-02-22,In Process,10341,697.95,Credit Card
202629,2024-02-23,2024-02-28,Shipped,10177,7414.29,Invoice
202630,2024-07-26,2024-07-29,Shipped,10617,132.04,Credit Card
202631,2024-08-24,2024-08-30,Cancelled,10341,5514.56,Invoice
202632,2024-07-23,2024-07-29,Delivered,10692,2821.27,Credit Card
202633,2024-09-08,2024-09-16,Disputed,10706,4660.71,COD
202634,2024-04-27,2024-05-07,Disputed,10002,5840.65,COD
202635,2024-05-11,2024-05-15,In Process,10312,3911.86,COD
202636,2024-05-06,2024-05-09,Delivered,10909,4136.05,Credit Card
202637,2024-06-09,2024-06-11,Disputed,10172,1115.35,Bank Transfer
202638,2024-10-17,2024-10-22,Cancelled,10941,3639.75,Credit Card
202639,2024-01-12,2024-01-16,Disputed,10173,4534.34,Credit Card
202640,2024-02-13,2024-02-20,Delivered,10967,6518.17,Bank Transfer
202641,2024-01-28,2024-01-31,Shipped,10951,3056.74,Invoice
202642,2024-10-07,2024-10-10,Delivered,10226,7263.37,Bank Transfer
202643,2024-02-02,2024-02-05,Shipped,10202,5710.09,Bank Transfer
202644,2024-04-28,2024-05-05,Cancelled,10478,931.5,Bank Transfer
202645,2024-10-03,2024-10-07,Delivered,10861,1334.85,Invoice
202646,2024-01-05,2024-01-08,In Process,10929,623.99,Invoice
202647,2024-04-02,2024-04-05,Cancelled,10530,676.64,Bank Transfer
202648,2024-05-04,2024-05-07,Shipped,10825,558.6,Invoice
202649,2024-08-17,2024-08-25,Cancelled,10745,6537.61,Credit Card
202650,2024-01-14,2024-01-24,In Process,10254,2070.81,COD
202651,2024-04-15,2024-04-23,Cancelled,10910,428.56,Invoice
202652,2024-09-03,2024-09-13,Disputed,10741,4701.53,Credit Card
202653,2024-06-07,2024-06-14,In Process,10633,6109.45,Invoice
202654,2024-06-04,2024-06-14,Delivered,10287,5476.37,Bank Transfer
202655,2024-06-13,2024-06-15,Disputed,10628,4091.67,Bank Transfer
202656,2024-01-29,2024-02-04,Shipped,10858,4740.84,Credit Card
202657,2024-05-05,2024-05-14,Shipped,10867,7366.01,Credit Card
202658,2024-07-10,2024-07-18,In Process,10299,1088.94,Invoice
202659,2024-06-26,2024-07-03,Shipped,10441,5543.68,Invoice
202660,2024-01-18,2024-01-23,Shipped,10541,2384.54,COD
202661,2024-02-12,2024-02-14,Shipped,10403,3273.02,COD
202662,2024-02-04,2024-02-11,Cancelled,10876,2309.47,COD
202663,2024-02-26,2024-03-01,Disputed,10956,3790.78,COD
202664,2024-05-30,2024-06-05,Delivered,10997,4867.67,Credit Card
202665,2024-03-19,2024-03-25,Delivered,10969,6675.79,Credit Card
202666,2024-06-14,2024-06-23,Delivered,10964,3801.7,Bank Transfer
202667,2024-02-20,2024-03-01,In Process,10358,384.46,Credit Card
202668,2024-02-11,2024-02-21,Cancelled,10574,4568.3,Credit Card
202669,2024-03-06,2024-03-10,Shipped,10534,2569.21,COD
202670,2024-09-26,2024-10-05,Cancelled,10141,3359.38,COD
202671,2024-10-07,2024-10-12,Shipped,10640,2345.77,COD
202672,2024-07-15,2024-07-20,Shipped,10047,2072.75,COD
202673,2024-02-05,2024-02-08,In Process,10437,4551.16,Credit Card
202674,2024-06-20,2024-06-30,In Process,10078,5628.1,Credit Card
202675,2024-07-14,2024-07-19,Shipped,10736,646.73,Credit Card
202676,2024-06-16,2024-06-21,Delivered,10095,5270.45,Bank Transfer
202677,2024-05-16,2024-05-21,Shipped,10993,7232.77,Credit Card
202678,2024-08-14,2024-08-16,Delivered,10633,7342.77,COD
202679,2024-01-05,2024-01-09,Shipped,10619,792.46,Invoice
202680,2024-10-22,2024-10-28,Cancelled,10598,6454.29,Invoice
202681,2024-05-13,2024-05-18,Delivered,10676,6366.24,Bank Transfer
202682,2024-09-24,2024-09-30,Shipped,10206,3321.86,COD
202683,2024-04-09,2024-04-19,Disputed,10009,126.49,Credit Card
202684,2024-08-19,2024-08-24,Delivered,10816,2421.75,COD
202685,2024-09-03,2024-09-07,Disputed,10798,792.72,Credit Card
202686,2024-01-30,2024-02-03,Delivered,10068,3546.02,Bank Transfer
202687,2024-07-21,2024-07-26,In Process,10596,4227.71,Bank Transfer
202688,2024-05-14,2024-05-22,In Process,10829,3277.12,COD
202689,2024-10-02,2024-10-05,Disputed,10846,231.75,Credit Card
202690,2024-10-23,2024-10-27,Delivered,10968,2232.24,Invoice
202691,2024-07-17,2024-07-20,Delivered,10241,256.08,COD
202692,2024-10-23,2024-11-02,Shipped,10364,3001.07,Credit Card
202693,2024-07-24,2024-08-03,Disputed,10456,3251.61,Credit Card
202694,2024-08-12,2024-08-20,Shipped,10163,3037.48,Invoice
202695,2024-02-16,2024-02-21,Disputed,10940,6162.21,Bank Transfer
202696,2024-07-28,2024-08-07,Shipped,10239,1121.36,Invoice
202697,2024-09-04,2024-09-12,Delivered,10301,2899.82,Bank Transfer
202698,2024-03-22,2024-03-26,Delivered,10996,7005.14,Credit Card
202699,2024-08-08,2024-08-14,In Process,10071,190.55,Bank Transfer
202700,2024-01-03,2024-01-06,Cancelled,10221,2760.41,Bank Transfer
202701,2024-10-08,2024-10-15,Cancelled,10585,7107.6,Bank Transfer
202702,2024-02-24,2024-02-26,Shipped,10845,5297.76,Bank Transfer
202703,2024-01-28,2024-01-31,In Process,10919,441.78,Invoice
202704,2024-06-02,2024-06-05,Delivered,10177,7415.15,Invoice
202705,2024-10-20,2024-10-28,Delivered,10849,4040.72,Invoice
202706,2024-01-07,2024-01-14,Disputed,10944,6122.82,COD
202707,2024-08-27,2024-08-29,Disputed,10271,63.32,Invoice
202708,2024-08-30,2024-09-06,In Process,10374,2493.18,Credit Card
202709,2024-01-14,2024-01-20,In Process,10040,6191.93,COD
202710,2024-10-20,2024-10-26,Cancelled,10888,6458.22,
202711,2024-08-01,2024-08-03,In Process,10508,5226.42,Invoice
202712,2024-04-06,2024-04-14,Cancelled,10040,6614.95,Invoice
