ip,timestamp,method,endpoint,status,response_time_ms,parsed_timestamp
192.168.1.9,10/Nov/2025:16:31:13 +0000,POST,/cart,200,794,2025-11-10 17:31:13
192.168.1.3,16/Nov/2025:09:27:40 +0000,POST,/products,200,1870,2025-11-16 10:27:40
192.168.1.1,14/Nov/2025:00:31:08 +0000,POST,/products/123,503,172,2025-11-14 01:31:08
192.168.1.15,17/Nov/2025:22:17:55 +0000,PUT,/cart,200,439,2025-11-17 23:17:55
192.168.1.10,10/Nov/2025:04:25:15 +0000,GET,/checkout,304,311,2025-11-10 05:25:15
192.168.1.8,11/Nov/2025:08:58:18 +0000,GET,/cart,200,598,2025-11-11 09:58:18
192.168.1.2,13/Nov/2025:21:56:45 +0000,GET,/products,304,1899,2025-11-13 22:56:45
192.168.1.17,19/Nov/2025:00:50:13 +0000,POST,/error_page,200,1719,2025-11-19 01:50:13
192.168.1.14,04/Nov/2025:12:19:33 +0000,GET,/products,404,96,2025-11-04 13:19:33
192.168.1.4,12/Nov/2025:13:19:12 +0000,POST,/search?q=spark,304,396,2025-11-12 14:19:12
192.168.1.8,20/Nov/2025:17:40:04 +0000,POST,/home,304,860,2025-11-20 18:40:04
192.168.1.10,11/Nov/2025:13:37:31 +0000,GET,/cart,200,514,2025-11-11 14:37:31
192.168.1.14,05/Nov/2025:08:42:13 +0000,DELETE,/cart,200,430,2025-11-05 09:42:13
192.168.1.16,18/Nov/2025:08:21:27 +0000,POST,/error_page,503,1860,2025-11-18 09:21:27
192.168.1.6,07/Nov/2025:23:35:42 +0000,DELETE,/api/data,200,1909,2025-11-08 00:35:42
192.168.1.13,03/Nov/2025:06:26:21 +0000,DELETE,/api/data,304,1239,2025-11-03 07:26:21
192.168.1.13,12/Nov/2025:01:12:26 +0000,DELETE,/checkout,304,337,2025-11-12 02:12:26
192.168.1.1,06/Nov/2025:08:33:48 +0000,POST,/cart,200,1410,2025-11-06 09:33:48
192.168.1.3,07/Nov/2025:08:20:25 +0000,PUT,/checkout,200,1618,2025-11-07 09:20:25
192.168.1.17,19/Nov/2025:05:39:22 +0000,DELETE,/images/logo.png,404,1382,2025-11-19 06:39:22
192.168.1.5,08/Nov/2025:23:33:30 +0000,DELETE,/home,200,1175,2025-11-09 00:33:30
192.168.1.3,05/Nov/2025:20:35:29 +0000,PUT,/products/123,503,264,2025-11-05 21:35:29
192.168.1.18,15/Nov/2025:15:23:45 +0000,DELETE,/api/data,200,1122,2025-11-15 16:23:45
192.168.1.9,19/Nov/2025:00:35:20 +0000,DELETE,/home,200,733,2025-11-19 01:35:20
192.168.1.3,20/Nov/2025:20:29:10 +0000,GET,/images/logo.png,200,345,2025-11-20 21:29:10
192.168.1.9,09/Nov/2025:17:05:29 +0000,PUT,/cart,200,1050,2025-11-09 18:05:29
192.168.1.13,09/Nov/2025:07:09:12 +0000,DELETE,/home,200,1556,2025-11-09 08:09:12
192.168.1.6,18/Nov/2025:11:51:44 +0000,POST,/images/logo.png,200,1561,2025-11-18 12:51:44
192.168.1.9,18/Nov/2025:03:25:27 +0000,PUT,/search?q=spark,500,1496,2025-11-18 04:25:27
192.168.1.15,01/Nov/2025:11:30:50 +0000,PUT,/api/data,200,1703,2025-11-01 12:30:50
192.168.1.2,16/Nov/2025:14:34:48 +0000,POST,/products,200,1613,2025-11-16 15:34:48
192.168.1.16,05/Nov/2025:17:29:33 +0000,POST,/api/data,404,1005,2025-11-05 18:29:33
192.168.1.2,20/Nov/2025:18:50:48 +0000,GET,/search?q=spark,200,1198,2025-11-20 19:50:48
192.168.1.7,19/Nov/2025:10:30:13 +0000,DELETE,/home,200,1411,2025-11-19 11:30:13
192.168.1.1,18/Nov/2025:01:28:28 +0000,DELETE,/products/123,200,484,2025-11-18 02:28:28
192.168.1.7,19/Nov/2025:15:25:42 +0000,PUT,/images/logo.png,404,1819,2025-11-19 16:25:42
192.168.1.13,12/Nov/2025:06:47:45 +0000,PUT,/checkout,200,1826,2025-11-12 07:47:45
192.168.1.2,04/Nov/2025:00:27:07 +0000,POST,/images/logo.png,404,726,2025-11-04 01:27:07
192.168.1.1,09/Nov/2025:13:21:50 +0000,GET,/home,500,1781,2025-11-09 14:21:50
192.168.1.19,17/Nov/2025:18:28:17 +0000,POST,/search?q=spark,200,1488,2025-11-17 19:28:17
192.168.1.4,04/Nov/2025:19:12:17 +0000,PUT,/images/logo.png,304,1556,2025-11-04 20:12:17
192.168.1.7,06/Nov/2025:18:50:26 +0000,POST,/error_page,200,1075,2025-11-06 19:50:26
192.168.1.12,11/Nov/2025:11:01:18 +0000,PUT,/images/logo.png,503,586,2025-11-11 12:01:18
192.168.1.9,10/Nov/2025:04:47:11 +0000,POST,/api/data,200,363,2025-11-10 05:47:11
192.168.1.8,15/Nov/2025:07:48:19 +0000,POST,/products,304,958,2025-11-15 08:48:19
192.168.1.7,20/Nov/2025:15:36:27 +0000,POST,/error_page,200,762,2025-11-20 16:36:27
192.168.1.10,13/Nov/2025:12:06:12 +0000,DELETE,/search?q=spark,503,823,2025-11-13 13:06:12
192.168.1.12,06/Nov/2025:02:51:41 +0000,GET,/images/logo.png,304,494,2025-11-06 03:51:41
192.168.1.16,15/Nov/2025:04:53:04 +0000,POST,/api/data,200,1100,2025-11-15 05:53:04
192.168.1.7,04/Nov/2025:10:03:14 +0000,DELETE,/home,503,1568,2025-11-04 11:03:14
192.168.1.16,12/Nov/2025:14:59:42 +0000,POST,/cart,404,1239,2025-11-12 15:59:42
192.168.1.12,06/Nov/2025:03:41:44 +0000,DELETE,/checkout,500,1559,2025-11-06 04:41:44
192.168.1.8,13/Nov/2025:01:08:53 +0000,GET,/products/123,304,295,2025-11-13 02:08:53
192.168.1.16,14/Nov/2025:14:09:05 +0000,PUT,/checkout,503,837,2025-11-14 15:09:05
192.168.1.9,07/Nov/2025:02:07:31 +0000,PUT,/products,200,1278,2025-11-07 03:07:31
192.168.1.7,06/Nov/2025:03:33:33 +0000,GET,/products/123,200,718,2025-11-06 04:33:33
192.168.1.13,15/Nov/2025:18:21:38 +0000,PUT,/search?q=spark,404,1608,2025-11-15 19:21:38
192.168.1.13,16/Nov/2025:23:50:09 +0000,GET,/cart,500,1931,2025-11-17 00:50:09
192.168.1.11,08/Nov/2025:11:10:39 +0000,DELETE,/cart,200,363,2025-11-08 12:10:39
192.168.1.15,10/Nov/2025:01:21:55 +0000,GET,/search?q=spark,200,1107,2025-11-10 02:21:55
192.168.1.3,08/Nov/2025:01:37:54 +0000,POST,/checkout,500,1999,2025-11-08 02:37:54
192.168.1.19,15/Nov/2025:20:43:03 +0000,DELETE,/search?q=spark,503,1278,2025-11-15 21:43:03
192.168.1.12,10/Nov/2025:03:11:11 +0000,PUT,/products/123,503,1974,2025-11-10 04:11:11
192.168.1.18,09/Nov/2025:14:12:06 +0000,POST,/home,200,1411,2025-11-09 15:12:06
192.168.1.18,13/Nov/2025:06:42:22 +0000,DELETE,/home,200,350,2025-11-13 07:42:22
192.168.1.5,20/Nov/2025:08:11:47 +0000,DELETE,/home,503,596,2025-11-20 09:11:47
192.168.1.10,08/Nov/2025:22:09:27 +0000,GET,/api/data,503,1296,2025-11-08 23:09:27
192.168.1.15,16/Nov/2025:02:05:36 +0000,GET,/checkout,200,1521,2025-11-16 03:05:36
192.168.1.18,09/Nov/2025:03:35:02 +0000,DELETE,/checkout,503,1214,2025-11-09 04:35:02
192.168.1.18,17/Nov/2025:21:12:07 +0000,DELETE,/home,503,244,2025-11-17 22:12:07
192.168.1.6,03/Nov/2025:07:24:39 +0000,POST,/products,200,633,2025-11-03 08:24:39
192.168.1.12,19/Nov/2025:15:37:46 +0000,DELETE,/api/data,304,832,2025-11-19 16:37:46
192.168.1.19,07/Nov/2025:19:32:36 +0000,POST,/products,500,1391,2025-11-07 20:32:36
192.168.1.13,06/Nov/2025:20:34:19 +0000,PUT,/cart,404,1767,2025-11-06 21:34:19
192.168.1.7,07/Nov/2025:14:04:16 +0000,DELETE,/api/data,500,1395,2025-11-07 15:04:16
192.168.1.13,17/Nov/2025:03:03:09 +0000,GET,/search?q=spark,404,488,2025-11-17 04:03:09
192.168.1.10,05/Nov/2025:14:53:30 +0000,DELETE,/products,503,1388,2025-11-05 15:53:30
192.168.1.1,15/Nov/2025:02:48:54 +0000,PUT,/products/123,404,1353,2025-11-15 03:48:54
192.168.1.11,14/Nov/2025:08:09:07 +0000,PUT,/home,200,469,2025-11-14 09:09:07
192.168.1.3,02/Nov/2025:06:06:33 +0000,PUT,/products,404,1002,2025-11-02 07:06:33
192.168.1.9,12/Nov/2025:10:37:53 +0000,DELETE,/images/logo.png,404,118,2025-11-12 11:37:53
192.168.1.9,03/Nov/2025:10:06:20 +0000,GET,/products/123,503,617,2025-11-03 11:06:20
192.168.1.17,08/Nov/2025:14:51:47 +0000,DELETE,/products/123,500,678,2025-11-08 15:51:47
192.168.1.6,13/Nov/2025:01:38:56 +0000,DELETE,/api/data,304,1662,2025-11-13 02:38:56
192.168.1.9,13/Nov/2025:14:35:14 +0000,POST,/home,200,410,2025-11-13 15:35:14
192.168.1.5,07/Nov/2025:10:46:33 +0000,PUT,/api/data,200,1007,2025-11-07 11:46:33
192.168.1.18,11/Nov/2025:23:46:28 +0000,POST,/error_page,200,1141,2025-11-12 00:46:28
192.168.1.14,13/Nov/2025:07:02:28 +0000,POST,/api/data,304,1856,2025-11-13 08:02:28
192.168.1.11,03/Nov/2025:15:37:52 +0000,GET,/products,503,1438,2025-11-03 16:37:52
192.168.1.8,16/Nov/2025:08:49:22 +0000,PUT,/products,200,1124,2025-11-16 09:49:22
192.168.1.18,03/Nov/2025:16:01:56 +0000,PUT,/checkout,200,37,2025-11-03 17:01:56
192.168.1.6,04/Nov/2025:01:12:21 +0000,PUT,/error_page,200,868,2025-11-04 02:12:21
192.168.1.11,07/Nov/2025:18:47:58 +0000,GET,/home,304,556,2025-11-07 19:47:58
192.168.1.3,07/Nov/2025:07:03:37 +0000,DELETE,/products,500,1754,2025-11-07 08:03:37
192.168.1.2,02/Nov/2025:04:06:56 +0000,DELETE,/products/123,304,58,2025-11-02 05:06:56
192.168.1.15,17/Nov/2025:13:17:09 +0000,GET,/api/data,200,1492,2025-11-17 14:17:09
192.168.1.15,09/Nov/2025:07:31:57 +0000,PUT,/checkout,404,370,2025-11-09 08:31:57
192.168.1.3,17/Nov/2025:11:59:08 +0000,POST,/products,200,1102,2025-11-17 12:59:08
192.168.1.4,12/Nov/2025:20:43:03 +0000,PUT,/home,503,558,2025-11-12 21:43:03
192.168.1.10,05/Nov/2025:19:24:52 +0000,POST,/products/123,304,1142,2025-11-05 20:24:52
192.168.1.6,13/Nov/2025:02:00:35 +0000,PUT,/images/logo.png,404,1629,2025-11-13 03:00:35
192.168.1.13,03/Nov/2025:15:18:05 +0000,GET,/home,304,984,2025-11-03 16:18:05
192.168.1.12,15/Nov/2025:12:13:07 +0000,PUT,/images/logo.png,404,344,2025-11-15 13:13:07
192.168.1.3,04/Nov/2025:15:29:30 +0000,GET,/cart,200,1455,2025-11-04 16:29:30
192.168.1.3,06/Nov/2025:02:21:37 +0000,PUT,/products,200,1333,2025-11-06 03:21:37
192.168.1.14,15/Nov/2025:03:51:18 +0000,PUT,/api/data,304,361,2025-11-15 04:51:18
192.168.1.14,06/Nov/2025:08:20:32 +0000,DELETE,/api/data,404,659,2025-11-06 09:20:32
192.168.1.5,07/Nov/2025:11:45:05 +0000,DELETE,/cart,200,60,2025-11-07 12:45:05
192.168.1.5,18/Nov/2025:07:24:45 +0000,PUT,/products/123,500,1417,2025-11-18 08:24:45
192.168.1.6,05/Nov/2025:03:18:00 +0000,DELETE,/checkout,500,11,2025-11-05 04:18:00
192.168.1.7,11/Nov/2025:07:50:45 +0000,GET,/home,200,328,2025-11-11 08:50:45
192.168.1.4,16/Nov/2025:10:00:47 +0000,DELETE,/api/data,200,1789,2025-11-16 11:00:47
192.168.1.4,10/Nov/2025:21:28:29 +0000,GET,/checkout,503,1730,2025-11-10 22:28:29
192.168.1.8,15/Nov/2025:21:04:19 +0000,POST,/cart,200,289,2025-11-15 22:04:19
192.168.1.8,07/Nov/2025:07:41:04 +0000,POST,/products/123,200,622,2025-11-07 08:41:04
192.168.1.14,19/Nov/2025:17:31:10 +0000,PUT,/products,200,1809,2025-11-19 18:31:10
192.168.1.16,20/Nov/2025:11:21:55 +0000,PUT,/api/data,304,977,2025-11-20 12:21:55
192.168.1.6,20/Nov/2025:15:55:48 +0000,DELETE,/images/logo.png,500,976,2025-11-20 16:55:48
192.168.1.17,12/Nov/2025:16:01:34 +0000,GET,/images/logo.png,404,1554,2025-11-12 17:01:34
192.168.1.11,12/Nov/2025:12:09:33 +0000,POST,/error_page,200,904,2025-11-12 13:09:33
192.168.1.11,19/Nov/2025:02:22:20 +0000,POST,/products,500,487,2025-11-19 03:22:20
192.168.1.14,17/Nov/2025:11:42:02 +0000,GET,/cart,500,483,2025-11-17 12:42:02
192.168.1.11,10/Nov/2025:14:48:58 +0000,POST,/error_page,304,336,2025-11-10 15:48:58
192.168.1.7,19/Nov/2025:23:01:08 +0000,DELETE,/search?q=spark,200,82,2025-11-20 00:01:08
192.168.1.15,11/Nov/2025:04:37:33 +0000,DELETE,/images/logo.png,200,314,2025-11-11 05:37:33
192.168.1.12,13/Nov/2025:22:40:07 +0000,GET,/search?q=spark,200,666,2025-11-13 23:40:07
192.168.1.12,02/Nov/2025:00:07:45 +0000,PUT,/products/123,200,1115,2025-11-02 01:07:45
192.168.1.7,20/Nov/2025:03:56:38 +0000,GET,/search?q=spark,500,1552,2025-11-20 04:56:38
192.168.1.4,02/Nov/2025:03:01:03 +0000,GET,/products,404,1073,2025-11-02 04:01:03
192.168.1.18,01/Nov/2025:01:07:51 +0000,POST,/products/123,503,1940,2025-11-01 02:07:51
192.168.1.13,01/Nov/2025:19:21:34 +0000,DELETE,/images/logo.png,200,37,2025-11-01 20:21:34
192.168.1.10,01/Nov/2025:02:59:22 +0000,DELETE,/cart,404,565,2025-11-01 03:59:22
192.168.1.9,18/Nov/2025:22:23:26 +0000,POST,/api/data,500,284,2025-11-18 23:23:26
192.168.1.2,15/Nov/2025:12:14:40 +0000,GET,/products,200,813,2025-11-15 13:14:40
192.168.1.12,08/Nov/2025:19:49:20 +0000,POST,/checkout,304,323,2025-11-08 20:49:20
192.168.1.15,07/Nov/2025:21:50:33 +0000,PUT,/error_page,200,1239,2025-11-07 22:50:33
192.168.1.8,05/Nov/2025:21:52:58 +0000,PUT,/cart,200,1316,2025-11-05 22:52:58
192.168.1.11,20/Nov/2025:17:24:48 +0000,DELETE,/checkout,200,1603,2025-11-20 18:24:48
192.168.1.2,02/Nov/2025:22:38:10 +0000,POST,/search?q=spark,200,1342,2025-11-02 23:38:10
192.168.1.5,07/Nov/2025:09:33:53 +0000,POST,/home,304,348,2025-11-07 10:33:53
192.168.1.2,07/Nov/2025:21:09:54 +0000,POST,/products/123,200,1138,2025-11-07 22:09:54
192.168.1.6,06/Nov/2025:20:03:49 +0000,DELETE,/images/logo.png,200,442,2025-11-06 21:03:49
192.168.1.5,19/Nov/2025:21:38:19 +0000,PUT,/api/data,500,1605,2025-11-19 22:38:19
192.168.1.4,12/Nov/2025:04:23:27 +0000,DELETE,/error_page,200,181,2025-11-12 05:23:27
192.168.1.9,12/Nov/2025:10:09:04 +0000,PUT,/search?q=spark,304,354,2025-11-12 11:09:04
192.168.1.17,03/Nov/2025:12:12:41 +0000,PUT,/images/logo.png,500,1748,2025-11-03 13:12:41
192.168.1.18,09/Nov/2025:16:02:10 +0000,PUT,/products/123,200,306,2025-11-09 17:02:10
192.168.1.6,05/Nov/2025:03:02:31 +0000,GET,/products,500,869,2025-11-05 04:02:31
192.168.1.6,01/Nov/2025:14:56:16 +0000,GET,/checkout,200,149,2025-11-01 15:56:16
192.168.1.7,17/Nov/2025:01:53:33 +0000,DELETE,/products,304,70,2025-11-17 02:53:33
192.168.1.8,16/Nov/2025:01:02:55 +0000,PUT,/search?q=spark,503,1072,2025-11-16 02:02:55
192.168.1.19,20/Nov/2025:13:19:15 +0000,POST,/products,200,1729,2025-11-20 14:19:15
192.168.1.16,11/Nov/2025:05:20:23 +0000,PUT,/checkout,200,1620,2025-11-11 06:20:23
192.168.1.16,01/Nov/2025:02:14:02 +0000,PUT,/images/logo.png,500,992,2025-11-01 03:14:02
192.168.1.12,02/Nov/2025:12:31:50 +0000,PUT,/error_page,200,361,2025-11-02 13:31:50
192.168.1.7,08/Nov/2025:00:50:39 +0000,GET,/search?q=spark,200,444,2025-11-08 01:50:39
192.168.1.13,06/Nov/2025:15:32:59 +0000,POST,/products/123,200,1554,2025-11-06 16:32:59
192.168.1.12,05/Nov/2025:18:54:18 +0000,POST,/products/123,200,965,2025-11-05 19:54:18
192.168.1.15,17/Nov/2025:16:49:04 +0000,PUT,/error_page,503,907,2025-11-17 17:49:04
192.168.1.19,15/Nov/2025:23:31:45 +0000,GET,/cart,200,1430,2025-11-16 00:31:45
192.168.1.8,06/Nov/2025:01:02:59 +0000,DELETE,/api/data,200,1707,2025-11-06 02:02:59
192.168.1.11,03/Nov/2025:16:18:48 +0000,DELETE,/images/logo.png,503,1990,2025-11-03 17:18:48
192.168.1.1,17/Nov/2025:22:17:09 +0000,PUT,/search?q=spark,500,1836,2025-11-17 23:17:09
192.168.1.7,18/Nov/2025:10:25:24 +0000,PUT,/images/logo.png,200,779,2025-11-18 11:25:24
192.168.1.5,16/Nov/2025:22:42:43 +0000,DELETE,/search?q=spark,200,1528,2025-11-16 23:42:43
192.168.1.14,06/Nov/2025:09:32:37 +0000,GET,/checkout,503,904,2025-11-06 10:32:37
192.168.1.15,06/Nov/2025:16:36:32 +0000,POST,/search?q=spark,200,1857,2025-11-06 17:36:32
192.168.1.9,13/Nov/2025:23:39:35 +0000,GET,/products,200,241,2025-11-14 00:39:35
192.168.1.2,10/Nov/2025:21:50:17 +0000,GET,/images/logo.png,304,1025,2025-11-10 22:50:17
192.168.1.14,15/Nov/2025:09:51:36 +0000,PUT,/api/data,404,535,2025-11-15 10:51:36
192.168.1.19,04/Nov/2025:06:09:00 +0000,GET,/home,404,1307,2025-11-04 07:09:00
192.168.1.8,12/Nov/2025:22:31:16 +0000,GET,/cart,404,1358,2025-11-12 23:31:16
192.168.1.1,17/Nov/2025:07:04:20 +0000,DELETE,/api/data,200,90,2025-11-17 08:04:20
192.168.1.6,06/Nov/2025:08:31:22 +0000,DELETE,/images/logo.png,500,1405,2025-11-06 09:31:22
192.168.1.4,07/Nov/2025:17:46:12 +0000,PUT,/api/data,503,614,2025-11-07 18:46:12
192.168.1.14,14/Nov/2025:18:03:29 +0000,DELETE,/products,200,982,2025-11-14 19:03:29
192.168.1.2,11/Nov/2025:07:52:47 +0000,PUT,/products,200,688,2025-11-11 08:52:47
192.168.1.5,17/Nov/2025:05:46:31 +0000,PUT,/products,503,1433,2025-11-17 06:46:31
192.168.1.8,11/Nov/2025:14:48:42 +0000,GET,/cart,404,797,2025-11-11 15:48:42
192.168.1.7,01/Nov/2025:15:51:48 +0000,POST,/home,200,824,2025-11-01 16:51:48
192.168.1.9,10/Nov/2025:07:36:59 +0000,POST,/home,503,577,2025-11-10 08:36:59
192.168.1.12,18/Nov/2025:03:43:09 +0000,PUT,/home,503,1893,2025-11-18 04:43:09
192.168.1.13,10/Nov/2025:06:25:20 +0000,DELETE,/cart,200,1025,2025-11-10 07:25:20
192.168.1.17,16/Nov/2025:18:22:01 +0000,PUT,/error_page,500,414,2025-11-16 19:22:01
192.168.1.19,19/Nov/2025:04:32:22 +0000,DELETE,/home,200,127,2025-11-19 05:32:22
192.168.1.15,01/Nov/2025:20:25:50 +0000,POST,/products,200,1709,2025-11-01 21:25:50
192.168.1.13,07/Nov/2025:03:32:28 +0000,POST,/products,200,1750,2025-11-07 04:32:28
192.168.1.5,10/Nov/2025:19:24:45 +0000,POST,/home,304,1473,2025-11-10 20:24:45
192.168.1.1,14/Nov/2025:18:01:09 +0000,GET,/home,503,793,2025-11-14 19:01:09
192.168.1.14,10/Nov/2025:07:14:08 +0000,POST,/cart,503,1879,2025-11-10 08:14:08
192.168.1.5,20/Nov/2025:07:39:58 +0000,GET,/products/123,500,1044,2025-11-20 08:39:58
192.168.1.14,13/Nov/2025:13:22:35 +0000,PUT,/checkout,200,1391,2025-11-13 14:22:35
192.168.1.3,20/Nov/2025:15:24:11 +0000,GET,/home,404,1426,2025-11-20 16:24:11
192.168.1.14,16/Nov/2025:18:08:18 +0000,DELETE,/checkout,200,167,2025-11-16 19:08:18
192.168.1.1,07/Nov/2025:18:21:57 +0000,DELETE,/error_page,200,485,2025-11-07 19:21:57
192.168.1.8,20/Nov/2025:16:34:06 +0000,GET,/home,500,631,2025-11-20 17:34:06
192.168.1.1,01/Nov/2025:07:25:15 +0000,PUT,/products,404,1222,2025-11-01 08:25:15
192.168.1.2,01/Nov/2025:14:24:33 +0000,POST,/images/logo.png,500,356,2025-11-01 15:24:33
192.168.1.7,10/Nov/2025:03:36:06 +0000,DELETE,/error_page,304,1464,2025-11-10 04:36:06
192.168.1.7,15/Nov/2025:22:14:43 +0000,DELETE,/error_page,200,1832,2025-11-15 23:14:43
192.168.1.3,01/Nov/2025:07:16:34 +0000,DELETE,/api/data,503,1051,2025-11-01 08:16:34
192.168.1.15,03/Nov/2025:21:15:35 +0000,DELETE,/products/123,503,1731,2025-11-03 22:15:35
192.168.1.2,10/Nov/2025:02:37:13 +0000,POST,/checkout,200,226,2025-11-10 03:37:13
192.168.1.13,02/Nov/2025:11:41:22 +0000,PUT,/api/data,304,375,2025-11-02 12:41:22
192.168.1.1,06/Nov/2025:10:33:21 +0000,DELETE,/images/logo.png,200,1576,2025-11-06 11:33:21
192.168.1.14,13/Nov/2025:01:33:27 +0000,POST,/checkout,404,1154,2025-11-13 02:33:27
192.168.1.14,04/Nov/2025:20:25:26 +0000,PUT,/checkout,200,1856,2025-11-04 21:25:26
192.168.1.19,04/Nov/2025:22:23:04 +0000,PUT,/products,503,603,2025-11-04 23:23:04
192.168.1.2,17/Nov/2025:13:01:00 +0000,GET,/products,404,737,2025-11-17 14:01:00
192.168.1.2,10/Nov/2025:16:51:12 +0000,PUT,/search?q=spark,200,980,2025-11-10 17:51:12
192.168.1.19,13/Nov/2025:02:05:26 +0000,PUT,/search?q=spark,304,38,2025-11-13 03:05:26
192.168.1.16,15/Nov/2025:14:36:11 +0000,GET,/search?q=spark,200,318,2025-11-15 15:36:11
192.168.1.6,16/Nov/2025:16:33:23 +0000,GET,/cart,304,878,2025-11-16 17:33:23
192.168.1.10,05/Nov/2025:20:11:49 +0000,POST,/images/logo.png,200,256,2025-11-05 21:11:49
192.168.1.1,05/Nov/2025:21:42:24 +0000,PUT,/search?q=spark,200,127,2025-11-05 22:42:24
192.168.1.13,14/Nov/2025:12:22:01 +0000,POST,/api/data,503,1043,2025-11-14 13:22:01
192.168.1.10,04/Nov/2025:08:41:00 +0000,POST,/error_page,404,752,2025-11-04 09:41:00
192.168.1.10,10/Nov/2025:20:43:06 +0000,POST,/checkout,503,61,2025-11-10 21:43:06
192.168.1.13,04/Nov/2025:23:57:22 +0000,POST,/images/logo.png,304,724,2025-11-05 00:57:22
192.168.1.13,02/Nov/2025:11:29:51 +0000,POST,/home,404,1607,2025-11-02 12:29:51
192.168.1.15,17/Nov/2025:05:49:21 +0000,POST,/api/data,404,836,2025-11-17 06:49:21
192.168.1.6,04/Nov/2025:00:05:30 +0000,GET,/products,200,781,2025-11-04 01:05:30
192.168.1.3,07/Nov/2025:13:49:48 +0000,POST,/error_page,200,848,2025-11-07 14:49:48
192.168.1.17,09/Nov/2025:01:32:55 +0000,POST,/cart,200,1863,2025-11-09 02:32:55
192.168.1.17,18/Nov/2025:15:04:37 +0000,PUT,/search?q=spark,500,791,2025-11-18 16:04:37
192.168.1.16,05/Nov/2025:04:47:40 +0000,GET,/home,200,1309,2025-11-05 05:47:40
192.168.1.3,04/Nov/2025:16:08:56 +0000,DELETE,/products/123,200,1828,2025-11-04 17:08:56
192.168.1.8,18/Nov/2025:21:41:14 +0000,PUT,/search?q=spark,503,498,2025-11-18 22:41:14
192.168.1.13,01/Nov/2025:23:37:29 +0000,POST,/cart,304,1407,2025-11-02 00:37:29
192.168.1.13,05/Nov/2025:19:46:59 +0000,PUT,/search?q=spark,200,1727,2025-11-05 20:46:59
192.168.1.1,19/Nov/2025:06:33:11 +0000,GET,/error_page,200,1649,2025-11-19 07:33:11
192.168.1.8,18/Nov/2025:09:14:51 +0000,DELETE,/search?q=spark,200,720,2025-11-18 10:14:51
192.168.1.12,17/Nov/2025:03:32:53 +0000,POST,/images/logo.png,404,307,2025-11-17 04:32:53
192.168.1.9,18/Nov/2025:17:57:30 +0000,DELETE,/error_page,500,572,2025-11-18 18:57:30
192.168.1.16,11/Nov/2025:18:12:27 +0000,POST,/search?q=spark,200,375,2025-11-11 19:12:27
192.168.1.6,16/Nov/2025:20:43:52 +0000,PUT,/error_page,304,1111,2025-11-16 21:43:52
192.168.1.15,12/Nov/2025:06:36:12 +0000,PUT,/search?q=spark,404,1542,2025-11-12 07:36:12
192.168.1.10,16/Nov/2025:16:19:26 +0000,GET,/checkout,500,1394,2025-11-16 17:19:26
192.168.1.11,10/Nov/2025:07:24:44 +0000,GET,/home,200,555,2025-11-10 08:24:44
192.168.1.12,16/Nov/2025:19:55:44 +0000,PUT,/error_page,404,1073,2025-11-16 20:55:44
192.168.1.11,19/Nov/2025:17:38:05 +0000,DELETE,/search?q=spark,200,42,2025-11-19 18:38:05
192.168.1.2,04/Nov/2025:07:52:40 +0000,POST,/api/data,500,1562,2025-11-04 08:52:40
192.168.1.15,03/Nov/2025:15:58:22 +0000,GET,/images/logo.png,200,87,2025-11-03 16:58:22
192.168.1.2,06/Nov/2025:19:41:15 +0000,POST,/api/data,200,505,2025-11-06 20:41:15
192.168.1.8,12/Nov/2025:11:20:28 +0000,GET,/cart,503,1549,2025-11-12 12:20:28
192.168.1.1,18/Nov/2025:04:50:16 +0000,PUT,/checkout,500,606,2025-11-18 05:50:16
192.168.1.2,15/Nov/2025:19:21:31 +0000,POST,/products/123,200,231,2025-11-15 20:21:31
192.168.1.19,20/Nov/2025:15:12:55 +0000,DELETE,/api/data,200,1293,2025-11-20 16:12:55
192.168.1.16,02/Nov/2025:09:23:00 +0000,GET,/error_page,500,865,2025-11-02 10:23:00
192.168.1.4,16/Nov/2025:06:51:41 +0000,GET,/cart,200,798,2025-11-16 07:51:41
192.168.1.17,05/Nov/2025:20:10:01 +0000,DELETE,/images/logo.png,304,1055,2025-11-05 21:10:01
192.168.1.3,18/Nov/2025:20:34:46 +0000,DELETE,/search?q=spark,200,430,2025-11-18 21:34:46
192.168.1.6,09/Nov/2025:14:45:15 +0000,GET,/api/data,200,1588,2025-11-09 15:45:15
192.168.1.10,16/Nov/2025:11:59:05 +0000,GET,/search?q=spark,200,658,2025-11-16 12:59:05
192.168.1.1,04/Nov/2025:04:50:08 +0000,POST,/cart,404,967,2025-11-04 05:50:08
192.168.1.5,14/Nov/2025:02:47:06 +0000,GET,/images/logo.png,200,1612,2025-11-14 03:47:06
192.168.1.12,17/Nov/2025:15:24:32 +0000,GET,/cart,500,189,2025-11-17 16:24:32
192.168.1.13,03/Nov/2025:20:57:31 +0000,DELETE,/search?q=spark,304,782,2025-11-03 21:57:31
192.168.1.11,04/Nov/2025:06:13:17 +0000,GET,/images/logo.png,404,332,2025-11-04 07:13:17
192.168.1.10,02/Nov/2025:17:08:37 +0000,PUT,/cart,503,135,2025-11-02 18:08:37
192.168.1.9,02/Nov/2025:10:54:36 +0000,GET,/search?q=spark,500,443,2025-11-02 11:54:36
